Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current job role,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69861ad2eed15b8d7a565a3a,6978608a69cdf55a9a6b3671,APPROVED,Not Applicable,2026-02-06T16:46:18.941000Z,2026-02-06T16:52:35.037000Z,2026-02-09T13:06:24.186000Z,2026-02-06T16:52:35.388664Z,377.0,NOCODE,24,IT Project Manager,English,31,Male,White,Germany,Germany,Germany,German,No,Full-Time
69861d1b4bed05449e07747f,697268018538bd668a05b616,APPROVED,Not Applicable,2026-02-06T16:55:55.356000Z,2026-02-06T17:10:47.767000Z,2026-02-09T13:06:24.453000Z,2026-02-06T17:10:48.137378Z,893.0,NOCODE,9,Cybersecurity Engineer,"English, Portuguese",24,Male,White,Italy,Italy,Italy,Italian,Yes,Full-Time
69861e5d2484dca6dbc7ad29,6982432b10591e26f8b36e24,APPROVED,Not Applicable,2026-02-06T17:01:17.579000Z,2026-02-06T17:06:15.711000Z,2026-02-09T13:06:24.723000Z,2026-02-06T17:06:16.082874Z,299.0,6982432b10591e26f8b36e24,2,IT Project Manager,"English, Hindi, Gujarati",46,Male,Asian,India,United States,DATA_EXPIRED,Hindi,No,Full-Time
69861efa2c082837de6a6ca7,670f9fd0a399d73d5af41902,APPROVED,Not Applicable,2026-02-06T17:04:28.051000Z,2026-02-06T17:12:32.248000Z,2026-02-09T13:06:25.106000Z,2026-02-06T17:12:32.611628Z,485.0,NOCODE,5927,IT Project Manager,English,55,Male,Mixed,United States,United States,United States,English,No,Part-Time
698621bb8ebafdf11df01ed1,698204573db973738a313561,APPROVED,Not Applicable,2026-02-06T17:15:39.285000Z,2026-02-06T17:23:47.976000Z,2026-02-09T13:06:25.613000Z,2026-02-06T17:23:48.816084Z,489.0,NOCODE,15,IT Project Manager,English,37,Female,Asian,Japan,United States,DATA_EXPIRED,Japanese,No,Part-Time
69862bd709b3ae141daee683,690315c5b5bbe97a712244b4,APPROVED,Not Applicable,2026-02-06T17:58:50.321000Z,2026-02-06T18:03:58.198000Z,2026-02-09T13:06:25.905000Z,2026-02-06T18:03:58.826398Z,308.0,NOCODE,515,Cybersecurity Specialist,"German, English",37,Male,White,Germany,Germany,Germany,German,No,Full-Time
69862c5bdb179d9956d4de83,671e53b7fdce7eeb9ebdcd69,RETURNED,Not Applicable,2026-02-06T18:00:59.120000Z,,,2026-02-18T05:53:27.452499Z,,,477,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
69863185bdf774192208b377,5e21d163930e1901d885ded5,RETURNED,Not Applicable,2026-02-06T18:23:08.667000Z,,,2026-02-18T05:53:27.453700Z,,,2484,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698647bc629236275f4c4142,695fae18220691a3b42027f7,APPROVED,Not Applicable,2026-02-06T19:58:01.382000Z,2026-02-06T20:07:51.209000Z,2026-02-09T13:06:26.199000Z,2026-02-06T20:07:51.553394Z,590.0,NOCODE,6,Cybersecurity Specialist,English,38,Male,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
6986527274ffc516165fb269,697a894b5b5d478d1b065c0a,APPROVED,Not Applicable,2026-02-06T20:43:34.616000Z,2026-02-06T20:48:50.329000Z,2026-02-09T13:06:26.473000Z,2026-02-06T20:48:50.683778Z,316.0,NOCODE,1,Cybersecurity Engineer,"English, French",19,Male,White,Spain,Spain,DATA_EXPIRED,Spanish,Yes,Part-Time
6986556c5421bc999c78702b,65a980e86a6477956acf268c,APPROVED,Not Applicable,2026-02-06T20:56:19.253000Z,2026-02-06T21:04:54.411000Z,2026-02-09T13:06:26.762000Z,2026-02-06T21:04:54.754884Z,516.0,NOCODE,14,Cybersecurity Specialist,"French, English",31,Male,White,France,France,France,French,No,Part-Time
698658e894aec326eeef08f2,690be86610c950b40a78877a,APPROVED,Not Applicable,2026-02-06T21:11:10.443000Z,2026-02-06T21:14:57.248000Z,2026-02-09T13:06:27.050000Z,2026-02-06T21:14:57.627688Z,227.0,NOCODE,45,IT Project Manager,English,43,Female,White,Australia,Australia,Australia,English,No,Part-Time
69865c1e420541dc147d32ea,6978c4538fab9f9d631d11f6,APPROVED,Not Applicable,2026-02-06T21:25:28.650000Z,2026-02-06T21:31:31.167000Z,2026-02-09T13:06:27.320000Z,2026-02-06T21:31:31.513573Z,363.0,NOCODE,19,Cybersecurity Specialist,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
698679c8d48fc5dc576ddfc9,681912f8749999d4646dfdb4,APPROVED,Not Applicable,2026-02-06T23:31:24.752000Z,2026-02-07T00:06:32.827000Z,2026-02-09T13:06:27.646000Z,2026-02-07T00:06:33.193502Z,2109.0,NOCODE,433,Cybersecurity Specialist,"English, French, German",50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6986c381cf2913a287d8253c,6972d4592152d2ac43d4a6c0,RETURNED,Not Applicable,2026-02-07T04:45:53.330000Z,,,2026-02-18T05:53:27.455250Z,,,3,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
698714426698f21982b3203b,696b8aef4478c11d9d88e71a,APPROVED,Not Applicable,2026-02-07T10:30:30.925000Z,2026-02-07T10:48:04.010000Z,2026-02-09T13:06:27.914000Z,2026-02-07T10:48:04.336369Z,1054.0,NOCODE,22,IT Project Manager,English,31,Male,White,Germany,Germany,Germany,German,No,Full-Time
69872183fac7d4cbfce8f002,6986152c34d2b67c4d95da0f,APPROVED,Not Applicable,2026-02-07T11:27:06.215000Z,2026-02-07T11:34:18.161000Z,2026-02-09T13:06:28.212000Z,2026-02-07T11:34:18.496103Z,432.0,NOCODE,1,IT Project Manager,"English, Spanish",43,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
698744e9c7b0f0a291321674,69870bbaf07075d9e5d2271d,APPROVED,Not Applicable,2026-02-07T13:58:01.101000Z,2026-02-07T14:13:25.343000Z,2026-02-09T13:06:28.492000Z,2026-02-07T14:13:25.672624Z,925.0,NOCODE,0,IT Project Manager,"English, French, Spanish",45,Male,White,Portugal,Portugal,DATA_EXPIRED,Portuguese,No,Full-Time
698771444eeeab992cd1c5f5,6914cdefdc188c50335e367b,APPROVED,Not Applicable,2026-02-07T17:07:21.892000Z,2026-02-07T17:12:35.952000Z,2026-02-09T13:06:28.765000Z,2026-02-07T17:12:36.442990Z,315.0,NOCODE,295,IT Project Manager,English,32,Female,White,Germany,Germany,Germany,German,No,Full-Time
69877bcdbbd71494b33bc7a5,6658b314777a6d0ee2bbea2f,APPROVED,Not Applicable,2026-02-07T17:53:03.640000Z,2026-02-07T17:59:16.520000Z,2026-02-09T13:06:29.031000Z,2026-02-07T17:59:17.045126Z,373.0,NOCODE,882,IT Project Manager,English,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
69877e50fbe1cd8797229f83,6978661dc48d374620964661,APPROVED,Not Applicable,2026-02-07T18:03:01.408000Z,2026-02-07T18:08:50.830000Z,2026-02-09T13:06:29.283000Z,2026-02-07T18:08:51.195432Z,350.0,Thank you. Your survey responses have been recorded.,3,IT Project Manager,English,33,Male,White,South Africa,Germany,South Africa,Afrikaans,No,Full-Time
698789cef90183beda6dda8d,697cf506a51a0cbfd3e7dad8,APPROVED,Not Applicable,2026-02-07T18:52:02.451000Z,2026-02-07T19:03:01.418000Z,2026-02-09T13:06:29.560000Z,2026-02-07T19:03:01.824028Z,659.0,562856,42,IT Project Manager,"Spanish, English",49,Male,White,United States,United States,DATA_EXPIRED,English,No,Due to start a new job within the next month
6987a219cddeb86b2abb21e7,62fb7a077b0c0d3cbe7c1c5a,APPROVED,Not Applicable,2026-02-07T20:35:41.407000Z,2026-02-07T20:41:45.021000Z,2026-02-09T13:06:29.819000Z,2026-02-07T20:41:45.364979Z,364.0,NOCODE,1404,Cybersecurity Engineer,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6988514091d81d7f25e69f67,69729ee073ad6bb8ec5a8cdc,APPROVED,Not Applicable,2026-02-08T09:02:58.854000Z,2026-02-08T09:09:12.192000Z,2026-02-09T13:06:30.074000Z,2026-02-08T09:09:12.532802Z,374.0,NOCODE,17,Cybersecurity Specialist,"German, English",23,Male,White,Germany,Germany,Germany,German,No,Full-Time
6988a0d64adbbe650715ef4d,696665ec24382d5e84e165f0,APPROVED,Not Applicable,2026-02-08T14:42:33.696000Z,2026-02-08T14:49:47.098000Z,2026-02-09T13:06:30.375000Z,2026-02-08T14:49:47.459590Z,434.0,NOCODE,4,Cybersecurity Engineer,"French, German, English",25,Male,White,Portugal,Portugal,DATA_EXPIRED,Portuguese,No,Full-Time
6988e5ac37547edda9b7f576,69868b4891f1adddae80a9a9,APPROVED,Not Applicable,2026-02-08T19:36:15.452000Z,2026-02-08T19:42:18.840000Z,2026-02-09T13:06:31.385000Z,2026-02-08T19:42:19.208682Z,364.0,NOCODE,0,IT Project Manager,"English, Tamil",30,Male,Asian,United States,United States,United States,Tamil,No,Full-Time
69893af86cb94b860d32cc5e,69716f3937cf41dfb6874a55,APPROVED,Not Applicable,2026-02-09T01:40:13.313000Z,2026-02-09T01:45:30.050000Z,2026-02-09T13:06:31.742000Z,2026-02-09T01:45:30.416180Z,317.0,NOCODE,2,Cybersecurity Engineer,"English, Tagalog-Filipino",33,Male,Asian,Philippines,United States,DATA_EXPIRED,English,No,Full-Time
698949bf8406a01aebf17d20,69420d0c0de52a62d8d2d892,APPROVED,Not Applicable,2026-02-09T02:43:16.467000Z,2026-02-09T03:10:47.410000Z,2026-02-09T13:06:32.006000Z,2026-02-09T03:10:47.794852Z,1651.0,562856,2,IT Project Manager,English,42,Male,Mixed,United States,United States,DATA_EXPIRED,English,No,Full-Time
698995b8584631962a12067a,6977c8f271aa7b0c7c9a50da,RETURNED,Not Applicable,2026-02-09T08:07:26.523000Z,,,2026-02-18T05:53:27.456262Z,,,16,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6989df19874b4a5bf68a4242,697b1283e579688108a6f914,APPROVED,Not Applicable,2026-02-09T13:20:29.420000Z,2026-02-09T13:24:17.031000Z,2026-02-11T12:36:55.043000Z,2026-02-09T13:24:17.347661Z,228.0,CO7GMO3N,1,IT Project Manager,"English, French",45,Male,White,Belgium,Belgium,DATA_EXPIRED,Dutch,No,Full-Time
6989f353df6de80418400125,614f18c401f0591601029297,APPROVED,Not Applicable,2026-02-09T14:46:56.077000Z,2026-02-09T14:55:28.404000Z,2026-02-11T12:36:55.279000Z,2026-02-09T14:55:28.804505Z,513.0,NOCODE,581,Cybersecurity Engineer,"English, German",61,Male,White,Switzerland,Switzerland,Switzerland,German,No,Part-Time
698a1b558690fa7e7b6bc04b,6978b6fc62d286392e01643d,APPROVED,Not Applicable,2026-02-09T17:37:25.415000Z,2026-02-09T17:44:57.715000Z,2026-02-11T12:36:55.605000Z,2026-02-09T17:44:58.112787Z,453.0,CO7GMO3N,0,IT Project Manager,"Italian, English",40,Male,White,Italy,Italy,DATA_EXPIRED,Italian,No,Full-Time
698b0f365095ba16f9cc98b1,698ae4bd9602cccd10ecca46,APPROVED,Not Applicable,2026-02-10T10:58:03.768000Z,2026-02-10T11:07:02.440000Z,2026-02-11T12:36:55.868000Z,2026-02-10T11:07:02.817559Z,539.0,CO7GMO3N,0,Cybersecurity Specialist,English,40,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
698b7de6f5e2ebdfa5316937,65ebbd5d9188410923b21986,APPROVED,Not Applicable,2026-02-10T18:50:16.882000Z,2026-02-10T18:57:47.651000Z,2026-02-11T12:36:56.162000Z,2026-02-10T18:57:48.024797Z,451.0,CO7GMO3N,574,Cybersecurity Engineer,English,21,Male,Other,United States,United States,United States,English,Yes,Part-Time
698b89a052b6987b12ed5a48,694420419af631f2799e790f,APPROVED,Not Applicable,2026-02-10T19:40:24.026000Z,2026-02-10T19:46:47.334000Z,2026-02-11T12:36:56.393000Z,2026-02-10T19:46:47.674632Z,384.0,CO7GMO3N,1,IT Project Manager,English,28,Male,White,United States,United States,United States,English,No,Full-Time
698b92cd4fc7a03ca2a8553b,674aea1839976ab4ec92c9f5,APPROVED,Not Applicable,2026-02-10T20:19:31.501000Z,2026-02-10T20:24:47.970000Z,2026-02-11T12:36:56.630000Z,2026-02-10T20:24:48.378320Z,317.0,CO7GMO3N,307,IT Project Manager,"English, German, Spanish",43,Male,White,Germany,Germany,Germany,German,No,Part-Time
698c6750cba2051314982dba,698c490041fd1dc92f7d770c,APPROVED,Not Applicable,2026-02-11T11:26:14.405000Z,2026-02-11T11:35:24.566000Z,2026-02-11T12:36:56.874000Z,2026-02-11T11:35:24.929299Z,551.0,CO7GMO3N,0,IT Project Manager,"Swedish, English",49,Male,White,Sweden,Sweden,DATA_EXPIRED,Swedish,No,Full-Time
