response_id,prolific_id,role,survey_group,condition,cell,valuation,free_text_price,used_free_text_price,switches,screening_score,screening_pass,is_monotone,confidence_label,confidence_num,total_time_s,date_submitted,per_protocol,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current job role,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,profession,is_corner_low,is_corner_high
127,67d028b6021b038230ccfd4c,buyer,4,anchor,buyer_anchor,12500.0,,False,1,3,True,True,Confidence,3,241.6,2026-03-16 15:18:03,True,69b80fd4c966f9d186ef3334,APPROVED,Not Applicable,2026-03-16T14:13:43.971000Z,2026-03-16T14:18:24.825000Z,2026-03-17T06:55:02.511000Z,2026-03-16T14:18:25.176314Z,281.0,CO7GMO3N,1794.0,IT Project Manager,English,40.0,Male,Other,United States,United States,United States,English,No,Part-Time,it_manager,False,False
128,69b80a88fc833a66c2bcb3b0,buyer,4,anchor,buyer_anchor,10500.0,,False,1,4,True,True,Little confidence,1,99.76,2026-03-16 15:38:31,True,69b81576f9791422d5d9577d,APPROVED,Not Applicable,2026-03-16T14:36:44.741000Z,2026-03-16T14:38:37.930000Z,2026-03-17T06:55:02.974000Z,2026-03-16T14:38:38.266468Z,114.0,CO7GMO3N,1.0,IT Project Manager,"English, French, Danish",32.0,Female,White,Germany,Germany,Germany,German,No,Full-Time,it_manager,False,False
129,69b1910b1205cb3b1332a3f8,buyer,4,anchor,buyer_anchor,6500.0,,False,1,3,True,True,High confidence,4,125.82,2026-03-16 16:49:10,True,69b825f0032de43f86ec023a,APPROVED,Not Applicable,2026-03-16T15:47:00.056000Z,2026-03-16T15:49:19.051000Z,2026-03-17T06:55:03.302000Z,2026-03-16T15:49:19.473533Z,139.0,CO7GMO3N,7.0,IT Project Manager,"German, English",32.0,Female,Black,Kenya,Germany,Germany,DATA_EXPIRED,No,Full-Time,it_manager,False,False
130,69b741eccc08f5add2d33864,buyer,4,anchor,buyer_anchor,18000.0,,False,13,3,True,False,Some confidence,2,512.08,2026-03-16 21:00:44,False,69b85f43ecd722b43e41142a,APPROVED,Not Applicable,2026-03-16T19:51:42.572000Z,2026-03-16T20:01:25.273000Z,2026-03-17T06:55:03.580000Z,2026-03-16T20:01:25.917365Z,583.0,CO7GMO3N,1.0,IT Project Manager,"English, French, Thai",44.0,Male,Asian,Thailand,France,France,Thai,No,Full-Time,it_manager,False,False
136,69a3f89bebdf2d4532fbbf82,buyer,4,anchor,buyer_anchor,20000.0,,False,1,2,False,True,Confidence,3,175.53,2026-03-19 11:40:43,False,69bbd1f5656047a92068b016,APPROVED,Not Applicable,2026-03-19T10:37:41.967000Z,2026-03-19T10:40:49.202000Z,2026-03-20T05:57:33.927000Z,2026-03-19T10:40:49.637791Z,188.0,CO7GMO3N,40.0,Software Engineer / Developer,"Catalan, English, German",26.0,Male,White,Spain,Spain,Spain,Spanish,Yes,Full-Time,se,False,False
139,6928a540864f1cf47a8ac294,buyer,4,anchor,buyer_anchor,3500.0,,False,1,4,True,True,High confidence,4,192.06,2026-03-19 11:45:11,True,69bbd2eb2b6cd236404b28a5,APPROVED,Not Applicable,2026-03-19T10:41:47.564000Z,2026-03-19T10:45:24.876000Z,2026-03-20T05:57:34.886000Z,2026-03-19T10:45:25.229038Z,218.0,CO7GMO3N,21.0,Software Engineer / Developer,English,34.0,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,se,False,False
141,672502a5a0d327e22968fe51,buyer,4,anchor,buyer_anchor,19500.0,,False,1,4,True,True,Little confidence,1,344.12,2026-03-19 12:08:59,True,69bbd7cf084cd3ba63cd8003,APPROVED,Not Applicable,2026-03-19T11:02:49.127000Z,2026-03-19T11:09:28.664000Z,2026-03-20T05:57:35.602000Z,2026-03-19T11:09:29.003940Z,400.0,CO7GMO3N,718.0,Software Engineer / Developer,English,28.0,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Part-Time,se,False,False
144,69472442518ca509e71cd0bb,buyer,4,anchor,buyer_anchor,25000.0,25000.0,True,0,4,True,True,Some confidence,2,308.93,2026-03-19 12:30:01,True,69bbdcf7aa6a15d67b8107d6,APPROVED,Not Applicable,2026-03-19T11:24:43.434000Z,2026-03-19T11:30:17.417000Z,2026-03-20T05:57:36.702000Z,2026-03-19T11:30:17.830173Z,334.0,CO7GMO3N,70.0,Software Engineer / Developer,"English, Italian",22.0,Male,White,Italy,Italy,Italy,Italian,Yes,Due to start a new job within the next month,se,False,True
146,5e1b3b93f07b72359c0c4ffe,buyer,4,anchor,buyer_anchor,10500.0,,False,1,4,True,True,Some confidence,2,188.67,2026-03-19 12:45:41,True,69bbe120991154b9707e1fdf,APPROVED,Not Applicable,2026-03-19T11:42:28.757000Z,2026-03-19T11:45:46.773000Z,2026-03-20T05:57:36.988000Z,2026-03-19T11:45:47.164169Z,199.0,CO7GMO3N,975.0,Software Engineer / Developer,"Italian, English",36.0,Male,White,Albania,Italy,Italy,English,No,Full-Time,se,False,False
147,6981bddf66b6dc3ad3054329,buyer,4,anchor,buyer_anchor,8500.0,,False,1,4,True,True,Some confidence,2,321.49,2026-03-19 13:13:14,True,69bbe710d877a2dcb032d470,APPROVED,Not Applicable,2026-03-19T12:07:48.393000Z,2026-03-19T12:13:19.675000Z,2026-03-20T05:57:37.275000Z,2026-03-19T12:13:20.029266Z,332.0,CO7GMO3N,199.0,Software Engineer / Developer,"German, English",33.0,Male,White,Russian Federation,Germany,Germany,German,No,Full-Time,se,False,False
150,698b331ccf05d129b5fd35da,buyer,4,anchor,buyer_anchor,14500.0,,False,1,4,True,True,Some confidence,2,243.94,2026-03-19 14:03:31,True,69bbf317b5d60e64bf4e1e78,APPROVED,Not Applicable,2026-03-19T12:59:06.930000Z,2026-03-19T13:03:43.791000Z,2026-03-20T05:57:38.282000Z,2026-03-19T13:03:44.179536Z,277.0,CO7GMO3N,8.0,Software Engineer / Developer,English,22.0,Female,White,France,France,France,French,Yes,Full-Time,se,False,False
153,5cd53d40aeb4100001c18aa8,buyer,4,anchor,buyer_anchor,16500.0,,False,1,4,True,True,Some confidence,2,186.64,2026-03-19 14:38:42,True,69bbfb8f00eab6ff6dca564f,APPROVED,Not Applicable,2026-03-19T13:35:14.691000Z,2026-03-19T13:38:48.671000Z,2026-03-20T05:57:39.315000Z,2026-03-19T13:38:49.073784Z,214.0,CO7GMO3N,1182.0,Software Engineer / Developer,"Italian, English",40.0,Female,White,Italy,Italy,Italy,Italian,No,Part-Time,se,False,False
154,697a66c7cc9be0a086b52959,buyer,4,anchor,buyer_anchor,9500.0,,False,1,4,True,True,Some confidence,2,144.49,2026-03-19 15:02:40,True,69bc0169a85a2927813f35d6,APPROVED,Not Applicable,2026-03-19T14:00:09.300000Z,2026-03-19T14:02:45.174000Z,2026-03-20T05:57:39.617000Z,2026-03-19T14:02:45.601955Z,156.0,CO7GMO3N,9.0,Software Engineer / Developer,English,41.0,Male,White,France,France,France,French,No,Full-Time,se,False,False
158,697cbbdd1a0e686e323ad539,buyer,4,anchor,buyer_anchor,17500.0,,False,1,3,True,True,Some confidence,2,179.82,2026-03-19 15:46:59,True,69bc0ba5445ef631965cd5a4,APPROVED,Not Applicable,2026-03-19T14:43:52.586000Z,2026-03-19T14:47:11.380000Z,2026-03-20T05:57:40.783000Z,2026-03-19T14:47:11.739990Z,199.0,CO7GMO3N,8.0,Software Engineer / Developer,"Portuguese, English",30.0,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,se,False,False
159,6676e6fd94a77038a8c58fc1,buyer,4,anchor,buyer_anchor,15500.0,,False,1,3,True,True,Some confidence,2,96.44,2026-03-19 16:12:38,True,69bc11f86ae4685cce99fdf8,APPROVED,Not Applicable,2026-03-19T15:10:52.093000Z,2026-03-19T15:12:41.893000Z,2026-03-20T05:57:41.090000Z,2026-03-19T15:12:42.247840Z,110.0,CO7GMO3N,326.0,Software Engineer / Developer,"Greek, German, English",24.0,Male,White,Greece,Germany,Greece,Greek,Yes,Full-Time,se,False,False
161,697ce5da1ca7b64152b9f922,buyer,4,anchor,buyer_anchor,0.0,,False,1,3,True,True,Little confidence,1,191.93,2026-03-19 16:49:56,True,69bc1a50c864f5c5b9fba7f3,APPROVED,Not Applicable,2026-03-19T15:46:24.790000Z,2026-03-19T15:50:16.445000Z,2026-03-20T05:57:41.685000Z,2026-03-19T15:50:16.797021Z,232.0,CO7GMO3N,12.0,Software Engineer / Developer,"English, Spanish",31.0,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time,se,True,False
163,68d266efb9a0007cb92e022b,buyer,4,anchor,buyer_anchor,0.0,,False,0,3,True,True,No confidence,0,139.93,2026-03-19 16:52:15,True,69bc1b12eb18a2e7aff4eb48,APPROVED,Not Applicable,2026-03-19T15:49:41.331000Z,2026-03-19T15:52:26.279000Z,2026-03-20T05:57:42.263000Z,2026-03-19T15:52:26.737739Z,165.0,CO7GMO3N,47.0,Software Engineer / Developer,"English, Hungarian",42.0,Male,White,Hungary,United Kingdom,DATA_EXPIRED,Hungarian,No,Full-Time,se,True,False
164,698fa3fa38c04cebe60d2b8f,buyer,4,anchor,buyer_anchor,8500.0,,False,1,4,True,True,Some confidence,2,181.74,2026-03-19 17:04:27,True,69bc1dd0ba4a10fdbe33bc20,APPROVED,Not Applicable,2026-03-19T16:01:22.241000Z,2026-03-19T16:04:44.476000Z,2026-03-20T05:57:42.539000Z,2026-03-19T16:04:44.880792Z,203.0,CO7GMO3N,6.0,Software Engineer / Developer,English,31.0,Male,Asian,China,Sweden,China,Chinese,No,Full-Time,se,False,False
172,69205e18d437f24405037595,buyer,4,anchor,buyer_anchor,5500.0,,False,1,4,True,True,Some confidence,2,220.42,2026-03-19 18:52:23,True,69bc36f0bb9c9baae32e4eb7,APPROVED,Not Applicable,2026-03-19T17:48:35.297000Z,2026-03-19T17:52:29.062000Z,2026-03-20T05:57:45.035000Z,2026-03-19T17:52:29.441091Z,234.0,CO7GMO3N,256.0,Software Engineer / Developer,"Chinese, English",30.0,Male,Asian,United States,United States,United States,English,No,Full-Time,se,False,False
175,698df4f9a6e6eb0522693ee9,buyer,4,anchor,buyer_anchor,10500.0,,False,1,4,True,True,Little confidence,1,158.0,2026-03-19 19:12:27,True,69bc3bde0a92c4d60127dc60,APPROVED,Not Applicable,2026-03-19T18:09:43.726000Z,2026-03-19T18:12:39.232000Z,2026-03-20T05:57:45.599000Z,2026-03-19T18:12:39.653332Z,176.0,CO7GMO3N,6.0,Software Engineer / Developer,"English, Vietnamese",24.0,Male,Asian,Vietnam,Finland,Vietnam,Vietnamese,Yes,Due to start a new job within the next month,se,False,False
176,696713a8f4791af88d273138,buyer,4,anchor,buyer_anchor,14500.0,,False,1,4,True,True,Confidence,3,456.69,2026-03-19 19:34:23,True,69bc3fa99ca3cfb518c5e9c5,APPROVED,Not Applicable,2026-03-19T18:26:20.287000Z,2026-03-19T18:34:33.993000Z,2026-03-20T05:57:45.885000Z,2026-03-19T18:34:34.474332Z,494.0,CO7GMO3N,500.0,Software Engineer / Developer,English,31.0,Male,Asian,Korea,United States,United States,Korean,No,Full-Time,se,False,False
179,699dd7cd7810ed6d38230eb3,buyer,4,anchor,buyer_anchor,14500.0,,False,1,4,True,True,Some confidence,2,144.98,2026-03-19 20:15:18,True,69bc4a7ec60731df329e9ec0,APPROVED,Not Applicable,2026-03-19T19:12:19.587000Z,2026-03-19T19:15:25.451000Z,2026-03-20T05:57:46.836000Z,2026-03-19T19:15:25.900233Z,186.0,CO7GMO3N,8.0,Software Engineer / Developer,"Cantonese, French, English",32.0,Male,Asian,Canada,Canada,Canada,English,No,Full-Time,se,False,False
180,6990dd173d4143d670ede47f,buyer,4,anchor,buyer_anchor,18000.0,,False,1,4,True,True,Some confidence,2,234.44,2026-03-19 20:27:13,True,69bc4d12a5e78393dde9914f,APPROVED,Not Applicable,2026-03-19T19:23:06.147000Z,2026-03-19T19:27:44.499000Z,2026-03-20T05:57:47.121000Z,2026-03-19T19:27:44.873255Z,279.0,CO7GMO3N,23.0,Software Engineer / Developer,English,24.0,Male,Black,United States,United States,DATA_EXPIRED,English,No,Part-Time,se,False,False
185,69bc167817d7f11cf60dc98b,buyer,4,anchor,buyer_anchor,10000.0,,False,1,4,True,True,Confidence,3,161.5,2026-03-19 21:12:10,True,69bc578d9079062d888513f2,APPROVED,Not Applicable,2026-03-19T20:07:47.749000Z,2026-03-19T20:12:29.639000Z,2026-03-20T05:57:48.492000Z,2026-03-19T20:12:30.068319Z,282.0,CO7GMO3N,3.0,Cybersecurity Engineer,English,46.0,Male,White,United States,United States,United States,English,No,Full-Time,cybersec,False,False
186,699f3660c001c35b3053b065,buyer,4,anchor,buyer_anchor,7500.0,,False,1,3,True,True,Confidence,3,294.44,2026-03-19 21:46:26,True,69bc5f6c281ac5665e8b8753,APPROVED,Not Applicable,2026-03-19T20:41:21.423000Z,2026-03-19T20:46:39.212000Z,2026-03-20T05:57:48.814000Z,2026-03-19T20:46:39.632893Z,318.0,CO7GMO3N,4.0,Software Engineer / Developer,English,35.0,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,se,False,False
190,6972b99daea56bc84f1fed7a,buyer,4,anchor,buyer_anchor,12000.0,,False,8,3,True,False,Some confidence,2,241.65,2026-03-19 22:55:54,False,69bc6f546c68ba0982002c6c,APPROVED,Not Applicable,2026-03-19T21:51:24.651000Z,2026-03-19T21:55:58.486000Z,2026-03-20T05:57:50.723000Z,2026-03-19T21:55:58.990407Z,274.0,CO7GMO3N,71.0,Software Engineer / Developer,"English, French, Italian",25.0,Male,White,Italy,Italy,Italy,Italian,Yes,Full-Time,se,False,False
195,691adee5d08bbf49e8c704c5,buyer,4,anchor,buyer_anchor,12000.0,,False,10,4,True,False,Some confidence,2,197.16,2026-03-19 23:27:27,False,69bc777ca90a1c9e0750704b,APPROVED,Not Applicable,2026-03-19T22:23:56.691000Z,2026-03-19T22:27:48.212000Z,2026-03-20T05:57:51.560000Z,2026-03-19T22:27:49.800293Z,232.0,CO7GMO3N,4.0,Cybersecurity Specialist,English,25.0,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time,cybersec,False,False
197,697bec4a91d0eeba2a301078,buyer,4,anchor,buyer_anchor,10500.0,,False,1,4,True,True,Confidence,3,194.1,2026-03-19 23:47:34,True,69bc7c3a13b86f7e26002c57,APPROVED,Not Applicable,2026-03-19T22:44:13.755000Z,2026-03-19T22:47:41.387000Z,2026-03-20T05:57:51.879000Z,2026-03-19T22:47:41.794465Z,208.0,CO7GMO3N,17.0,Software Engineer / Developer,"English, French",27.0,Male,White,France,France,France,French,No,Full-Time,se,False,False
33,697b58b5675a46df53e60cee,buyer,3,baseline,buyer_baseline,12500.0,,False,1,4,True,True,Confidence,3,335.62,2026-02-06 15:35:08,True,6985fab8e898a9a4daaf8f9b,APPROVED,Not Applicable,2026-02-06T14:29:19.898000Z,2026-02-06T14:35:36.132000Z,2026-02-09T13:06:00.616000Z,2026-02-06T14:35:36.730859Z,377.0,NOCODE,2.0,Cybersecurity Specialist,"French, English",29.0,Male,White,Japan,France,DATA_EXPIRED,Italian,No,Full-Time,cybersec,False,False
34,693ecb243296d4f4d9e38818,buyer,3,baseline,buyer_baseline,19500.0,,False,1,4,True,True,Some confidence,2,115.14,2026-02-06 15:42:29,True,6985fd548bbd6f323e0a710f,APPROVED,Not Applicable,2026-02-06T14:40:24.644000Z,2026-02-06T14:42:37.807000Z,2026-02-09T13:06:00.943000Z,2026-02-06T14:42:38.170367Z,134.0,NOCODE,1054.0,IT Project Manager,English,46.0,Male,White,United States,United States,United States,English,No,Full-Time,it_manager,False,False
36,698254ff5273a45e8c8b4457,buyer,3,baseline,buyer_baseline,9500.0,,False,1,3,True,True,Confidence,3,90.58,2026-02-06 17:39:41,True,698618cf9cba53dc5ed8c348,APPROVED,Not Applicable,2026-02-06T16:37:39.084000Z,2026-02-06T16:40:05.065000Z,2026-02-09T13:06:01.306000Z,2026-02-06T16:40:05.426049Z,146.0,NOCODE,42.0,IT Project Manager,English,18.0,Male,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,it_manager,False,False
42,697cab422d8fb12af106991a,buyer,3,baseline,buyer_baseline,1500.0,,False,1,4,True,True,Confidence,3,158.12,2026-02-07 11:20:10,True,698711290a9a1f85f2bf53cc,APPROVED,Not Applicable,2026-02-07T10:17:23.427000Z,2026-02-07T10:20:43.292000Z,2026-02-09T13:06:02.702000Z,2026-02-07T10:20:43.629837Z,200.0,NOCODE,0.0,IT Project Manager,"English, Spanish",28.0,Male,White,Portugal,Portugal,DATA_EXPIRED,Portuguese,No,Full-Time,it_manager,False,False
45,67dc62bcdd10c6e335aca0ed,buyer,3,baseline,buyer_baseline,12000.0,,False,12,4,True,False,Confidence,3,221.46,2026-02-07 13:27:51,False,69872ebd2c42640730cadf54,APPROVED,Not Applicable,2026-02-07T12:23:46.086000Z,2026-02-07T12:28:09.652000Z,2026-02-09T13:06:03.767000Z,2026-02-07T12:28:09.988234Z,264.0,NOCODE,1366.0,IT Project Manager,English,34.0,Female,White,United States,United States,United States,English,No,Part-Time,it_manager,False,False
46,697267f4538f41ddd580e753,buyer,3,baseline,buyer_baseline,21500.0,,False,1,2,False,True,Confidence,3,251.94,2026-02-07 14:28:51,False,69873cf29b573ec952fa35d2,APPROVED,Not Applicable,2026-02-07T13:24:16.747000Z,2026-02-07T13:29:22.058000Z,2026-02-09T13:06:04.036000Z,2026-02-07T13:29:22.406382Z,306.0,NOCODE,3.0,IT Project Manager,English,31.0,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,it_manager,False,False
49,63d3f928e97451dbc1c745da,buyer,3,baseline,buyer_baseline,10500.0,,False,1,4,True,True,Confidence,3,232.25,2026-02-08 03:30:28,True,6987f456693574ce9094d1b8,APPROVED,Not Applicable,2026-02-08T02:26:32.987000Z,2026-02-08T02:30:39.163000Z,2026-02-09T13:06:04.967000Z,2026-02-08T02:30:39.489001Z,247.0,NOCODE,387.0,IT Project Manager,English,26.0,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,it_manager,False,False
51,69275662f88e9493e473a117,buyer,3,baseline,buyer_baseline,3500.0,,False,1,4,True,True,Confidence,3,132.27,2026-02-08 11:19:01,True,698862758dc2c2ef3106a902,APPROVED,Not Applicable,2026-02-08T10:16:27.752000Z,2026-02-08T10:19:16.050000Z,2026-02-09T13:06:05.609000Z,2026-02-08T10:19:16.410086Z,169.0,NOCODE,17.0,Cybersecurity Specialist,English,39.0,Male,White,Germany,Germany,Germany,German,No,Full-Time,cybersec,False,False
53,5f5d51785a31085a80509958,buyer,3,baseline,buyer_baseline,2000.0,,False,1,3,True,True,Little confidence,1,284.27,2026-02-09 00:44:05,True,69891e9a94dc352b7a63c45e,APPROVED,Not Applicable,2026-02-08T23:39:13.447000Z,2026-02-08T23:44:20.837000Z,2026-02-09T13:06:06.576000Z,2026-02-08T23:44:21.261192Z,308.0,NOCODE,1527.0,IT Project Manager,"Croatian, English, Italian",40.0,Female,White,Bosnia and Herzegovina,United Kingdom,United Kingdom,Croatian,No,Part-Time,it_manager,False,False
54,697b1a135a578e22b7096da7,buyer,3,baseline,buyer_baseline,14500.0,,False,1,4,True,True,Confidence,3,191.47,2026-02-09 09:37:32,True,69899bfd8a33865fee93121c,APPROVED,Not Applicable,2026-02-09T08:34:10.340000Z,2026-02-09T08:37:46.444000Z,2026-02-09T13:06:06.878000Z,2026-02-09T08:37:46.853004Z,217.0,NOCODE,5.0,IT Project Manager,"English, Catalan, German",26.0,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time,it_manager,False,False
57,698a06453115c708c6972fc6,buyer,3,baseline,buyer_baseline,500.0,,False,1,4,True,True,Confidence,3,202.13,2026-02-09 17:38:41,True,698a0cbc30085374d7f632d0,APPROVED,Not Applicable,2026-02-09T16:35:13.542000Z,2026-02-09T16:38:49.716000Z,2026-02-11T12:27:39.067000Z,2026-02-09T16:38:50.050881Z,217.0,CO7GMO3N,0.0,Cybersecurity Engineer,"Spanish, English",29.0,Male,White,Spain,Spain,DATA_EXPIRED,Spanish,No,Full-Time,cybersec,False,False
60,6972b949a3cb388b9687f6e5,buyer,3,baseline,buyer_baseline,10500.0,,False,1,4,True,True,Confidence,3,155.93,2026-02-11 00:23:34,True,698bbd380f5e81f0265e26e8,APPROVED,Not Applicable,2026-02-10T23:20:46.773000Z,2026-02-10T23:23:46.717000Z,2026-02-11T12:27:39.608000Z,2026-02-10T23:23:47.086461Z,180.0,CO7GMO3N,8.0,Cybersecurity Engineer,English,25.0,Male,White,Australia,Australia,Australia,English,No,Full-Time,cybersec,False,False
62,698b8f70f578ef5abbfca08d,buyer,3,baseline,buyer_baseline,8500.0,,False,1,4,True,True,Confidence,3,356.91,2026-02-12 13:17:13,True,698dc34c0f13010ae08952e8,APPROVED,Not Applicable,2026-02-12T12:10:57.740000Z,2026-02-12T12:17:39.827000Z,2026-02-19T17:33:34.849000Z,2026-02-12T12:17:40.144599Z,403.0,CO7GMO3N,2.0,IT Project Manager,English,43.0,Male,White,United States,United States,DATA_EXPIRED,English,Yes,Part-Time,it_manager,False,False
63,69267085b16eaaccad5c10ac,buyer,3,baseline,buyer_baseline,4000.0,,False,4,4,True,False,High confidence,4,98.12,2026-02-13 06:38:12,False,698eb83f9393cff80b86aed9,APPROVED,Not Applicable,2026-02-13T05:36:03.426000Z,2026-02-13T05:38:39.450000Z,2026-02-19T17:33:35.136000Z,2026-02-13T05:38:43.331392Z,157.0,CO7GMO3N,39.0,Cybersecurity Specialist,English,35.0,Male,White,United States,United States,United States,English,Yes,Due to start a new job within the next month,cybersec,False,False
64,699485a587172681fc1a5e62,buyer,3,baseline,buyer_baseline,10000.0,,False,8,4,True,False,Confidence,3,162.24,2026-02-17 16:56:05,False,69948ede245e6b3f9e3ac231,APPROVED,Not Applicable,2026-02-17T15:53:07.611000Z,2026-02-17T15:56:12.925000Z,2026-02-19T17:33:35.438000Z,2026-02-17T15:56:13.261067Z,186.0,CO7GMO3N,0.0,IT Project Manager,English,31.0,Female,White,Netherlands,Netherlands,DATA_EXPIRED,Dutch,No,Full-Time,it_manager,False,False
65,6994d95a85d0271bf2f4db16,buyer,3,baseline,buyer_baseline,2000.0,,False,1,4,True,True,Some confidence,2,197.5,2026-02-18 07:40:50,True,69955ddb7ddffe7633931329,APPROVED,Not Applicable,2026-02-18T06:37:13.327000Z,2026-02-18T06:41:03.013000Z,2026-02-19T17:33:35.727000Z,2026-02-18T06:41:03.357433Z,230.0,CO7GMO3N,0.0,Cybersecurity Engineer,English,33.0,Female,Asian,United States,United States,DATA_EXPIRED,English,No,Full-Time,cybersec,False,False
66,698bdb16c5c301a569b90f64,buyer,3,baseline,buyer_baseline,16000.0,,False,12,1,False,False,Confidence,3,1274.53,2026-02-18 17:45:43,False,6995e796399377c737bbcad8,APPROVED,Not Applicable,2026-02-18T16:24:00.368000Z,2026-02-18T16:46:05.896000Z,2026-02-19T17:33:36.024000Z,2026-02-18T16:46:06.416496Z,1326.0,CO7GMO3N,0.0,Cybersecurity Engineer,English,29.0,Male,Black,United States,United States,United States,English,No,Part-Time,cybersec,False,False
67,6793b85c347ab6e4bd2eb50c,buyer,3,baseline,buyer_baseline,12500.0,,False,1,4,True,True,Confidence,3,152.9,2026-02-19 01:17:31,True,699655f53b203cddc9879247,APPROVED,Not Applicable,2026-02-19T00:14:48.776000Z,2026-02-19T00:17:39.506000Z,2026-02-19T17:33:36.312000Z,2026-02-19T00:17:39.910984Z,171.0,CO7GMO3N,37.0,Cybersecurity Specialist,English,22.0,Male,White,United States,United States,United States,English,Yes,Part-Time,cybersec,False,False
68,6728bbf72d44596955443b92,buyer,3,baseline,buyer_baseline,4000.0,,False,1,4,True,True,Some confidence,2,179.56,2026-02-19 08:43:18,True,6996be533a02ca4eeb843e9f,APPROVED,Not Applicable,2026-02-19T07:40:07.294000Z,2026-02-19T07:43:33.247000Z,2026-02-19T17:33:36.632000Z,2026-02-19T07:43:33.611293Z,206.0,CO7GMO3N,37.0,Cybersecurity Engineer,"German, English, Spanish",41.0,Male,White,Austria,Austria,Austria,German,DATA_EXPIRED,DATA_EXPIRED,cybersec,False,False
73,699911fcc571af0c181b1c36,buyer,3,baseline,buyer_baseline,11500.0,,False,1,4,True,True,Some confidence,2,211.86,2026-02-22 20:48:01,True,699b5c91ff0309444f5739b4,APPROVED,Not Applicable,2026-02-22T19:44:22.225000Z,2026-02-22T19:48:12.487000Z,2026-03-03T07:25:10.082000Z,2026-02-22T19:48:12.874571Z,231.0,CO7GMO3N,2.0,Cybersecurity Specialist,English,23.0,Male,White,United States,United States,United States,English,No,Full-Time,cybersec,False,False
74,698ab0170cf4d152d7950a53,buyer,3,baseline,buyer_baseline,9500.0,,False,1,4,True,True,Confidence,3,387.66,2026-02-23 00:20:33,True,699b8da54765c65615a1e908,APPROVED,Not Applicable,2026-02-22T23:13:48.496000Z,2026-02-22T23:20:52.625000Z,2026-03-03T07:25:10.314000Z,2026-02-22T23:20:52.958701Z,425.0,CO7GMO3N,2.0,Cybersecurity Engineer,"English, French",40.0,Male,White,Morocco,United States,DATA_EXPIRED,Arabic,No,Part-Time,cybersec,False,False
75,697a8bdd0bd7923f02b7f3fb,buyer,3,baseline,buyer_baseline,2000.0,,False,1,3,True,True,Some confidence,2,239.27,2026-02-23 08:13:27,True,699bfd210196c68ea64b3500,APPROVED,Not Applicable,2026-02-23T07:09:21.198000Z,2026-02-23T07:13:39.979000Z,2026-03-03T07:25:10.549000Z,2026-02-23T07:13:40.342014Z,259.0,CO7GMO3N,2.0,IT Project Manager,"French, English, Khmer",32.0,Male,Asian,Cambodia,France,France,Khmer,No,Full-Time,it_manager,False,False
76,694ef74ac5d7b892a42cace9,buyer,3,baseline,buyer_baseline,10000.0,,False,1,4,True,True,Confidence,3,290.92,2026-02-23 23:27:33,True,699cd31f5bc1672546275cc9,APPROVED,Not Applicable,2026-02-23T22:22:34.721000Z,2026-02-23T22:27:51.550000Z,2026-03-03T07:25:10.790000Z,2026-02-23T22:27:51.938703Z,317.0,CO7GMO3N,120.0,Cybersecurity Engineer,English,25.0,Male,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,cybersec,False,False
78,699dd1f76c28c7eae5e0bbea,buyer,3,baseline,buyer_baseline,22000.0,,False,7,4,True,False,High confidence,4,354.91,2026-02-26 00:33:52,False,699f856c256480f4d1de7b0a,APPROVED,Not Applicable,2026-02-25T23:27:45.506000Z,2026-02-25T23:34:14.878000Z,2026-03-03T07:25:11.252000Z,2026-02-25T23:34:15.227388Z,390.0,CO7GMO3N,2.0,IT Project Manager,English,55.0,Male,Asian,Kenya,Canada,Canada,English,No,Part-Time,it_manager,False,True
79,699222c2d49432a3b0dc8a52,buyer,3,baseline,buyer_baseline,10000.0,,False,1,4,True,True,Confidence,3,434.88,2026-02-26 08:22:30,True,699ff2d65e7defa5ae70c465,APPROVED,Not Applicable,2026-02-26T07:14:46.659000Z,2026-02-26T07:24:14.077000Z,2026-03-03T07:25:11.484000Z,2026-02-26T07:24:14.415601Z,568.0,CO7GMO3N,5.0,Cybersecurity Specialist,English,32.0,Male,Black,United States,United States,United States,English,No,Full-Time,cybersec,False,False
